cartera,subjurisdiccion,apertura,unidad,tipo_organismo
Ministerio de Economía,Subsecretaría de Energía Eléctrica,Dirección de Distribución,Dirección Nacional de Transporte y Distribución Eléctrica,Administración Central
Ministerio de Economía,Subsecretaría de Energía Eléctrica,Dirección Nacional de Infraestructura Eléctrica,Subsecretaría de Energía Eléctrica,Administración Central
Ministerio de Economía,Subsecretaría de Energía Eléctrica,Dirección de Contratos y Operaciones,Dirección Nacional de Infraestructura Eléctrica,Administración Central
Ministerio de Economía,Subsecretaría de Energía Eléctrica,Dirección Nacional de Regulación y Desarrollo del Sector Eléctrico,Subsecretaría de Energía Eléctrica,Administración Central
Ministerio de Economía,Subsecretaría de Energía Eléctrica,Coordinación de Integración Regional,Dirección Nacional de Regulación y Desarrollo del Sector Eléctrico,Administración Central
Ministerio de Economía,Subsecretaría de Energía Eléctrica,Coordinación de Evaluación Económica y Regulación,Dirección Nacional de Regulación y Desarrollo del Sector Eléctrico,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Subsecretaría de Hidrocarburos,Secretaría de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección de Gas Licuado,Subsecretaría de Hidrocarburos,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección Nacional de Economía y Regulación,Subsecretaría de Hidrocarburos,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Coordinación de Seguimiento Económico y Registros,Dirección Nacional de Economía y Regulación,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección de Tarifas y Regalías,Dirección Nacional de Economía y Regulación,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección Nacional de Exploración y Producción,Subsecretaría de Hidrocarburos,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Coordinación de Exploración,Dirección Nacional de Exploración y Producción,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección de Producción y Reservas,Dirección Nacional de Exploración y Producción,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección Nacional de Transporte e Infraestructura,Subsecretaría de Hidrocarburos,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección de Infraestructura,Dirección Nacional de Transporte e Infraestructura,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección Nacional de Refinación y Comercialización,Subsecretaría de Hidrocarburos,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Coordinación de Calidad,Dirección Nacional de Refinación y Comercialización,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección de Biocombustibles,Dirección Nacional de Refinación y Comercialización,Administración Central
Ministerio de Economía,Subsecretaría de Hidrocarburos,Dirección de Inspección y Seguridad,Dirección Nacional de Refinación y Comercialización,Administración Central
Ministerio de Economía,Subsecretaría de Planeamiento Energético,Subsecretaría de Planeamiento Energético,Secretaría de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Planeamiento Energético,Coordinación de Cooperación Internacional para la Energía,Subsecretaría de Planeamiento Energético,Administración Central
Ministerio de Economía,Subsecretaría de Planeamiento Energético,Dirección Nacional de Escenarios y Evaluación de Proyectos Energéticos,Subsecretaría de Planeamiento Energético,Administración Central
Ministerio de Economía,Subsecretaría de Planeamiento Energético,Dirección de Información Energética,Dirección Nacional de Escenarios y Evaluación de Proyectos Energéticos,Administración Central
Ministerio de Economía,Subsecretaría de Planeamiento Energético,Dirección Nacional de Desarrollo Tecnológico y Relaciones con la Comunidad,Subsecretaría de Planeamiento Energético,Administración Central
Ministerio de Economía,Subsecretaría de Coordinación Institucional de Energía,Subsecretaría de Coordinación Institucional de Energía,Secretaría de Energía,Administración Central
Ministerio de Economía,Fondo Fiduciario para el Transporte Eléctrico Federal,Fondo Fiduciario para el Transporte Eléctrico Federal,Secretaría de Energía,Fondo Fiduciario
Ministerio de Economía,Fondo Fiduciario para Subsidios de Consumo Residenciales de Gas,Fondo Fiduciario para Subsidios de Consumo Residenciales de Gas,Secretaría de Energía,Fondo Fiduciario
Ministerio de Economía,Fondo Fiduciario Programa Hogares con Garrafa (Hogar),Fondo Fiduciario Programa Hogares con Garrafa (Hogar),Secretaría de Energía,Fondo Fiduciario
Ministerio de Economía,Fondo Fiduciario para el Desarrollo de Energías Renovables,Fondo Fiduciario para el Desarrollo de Energías Renovables,Secretaría de Energía,Fondo Fiduciario
Ministerio de Economía,Fondo Fiduciario para la Generación Distribuida de Energías Renovables,Fondo Fiduciario para la Generación Distribuida de Energías Renovables,Secretaría de Energía,Fondo Fiduciario
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Ente Nacional Regulador de la Electricidad,Secretaría de Energía,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Unidad de Auditoría Interna,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Auditoría Interna Adjunta,Unidad de Auditoría Interna,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento de Delegaciones Regionales,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Delegación Regional Cuyo,Departamento de Delegaciones Regionales,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Delegación Regional Patagonia,Departamento de Delegaciones Regionales,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Delegación Regional NEA,Departamento de Delegaciones Regionales,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Delegación Regional NOA,Departamento de Delegaciones Regionales,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Administrativo,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Patrimonio y Suministros,Departamento Administrativo,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Tesoreria,Departamento Administrativo,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Contabilidad,Departamento Administrativo,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Recursos Humanos y Capacitación,Departamento Administrativo,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Recursos Humanos y Capacitación,Departamento Administrativo,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Compras y Contrataciones,Departamento Administrativo,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Análisis Regulatorios y Estudios Especiales,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Análisis Regulatorios y Estudios Especiales,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Aplicación y Administración de Normas Regulatorias,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Aplicación y Administración de Normas Regulatorias,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Delegación Provincia de Buenos Aires Región Metropolitana,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Unidad Operativa de Atención al Público,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Unidad Operativa de Atención al Público,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Unidad Inspección Técnica,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Atención de Usuarios,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Atención de Usuarios,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Distribución y Comercialización de Energía Eléctrica,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Servicio Técnico,Departamento Distribución y Comercialización de Energía Eléctrica,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Producto Técnico,Departamento Distribución y Comercialización de Energía Eléctrica,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Calidad Comercial,Departamento Distribución y Comercialización de Energía Eléctrica,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Calidad Comercial,Departamento Distribución y Comercialización de Energía Eléctrica,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Producción y Abastecimiento de Energía Eléctrica,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Transporte de Energía Eléctrica,Área Aplicación y Administración de Normas Regulatorias,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Auditoría Económico Financiera y Revisión Tarifaria,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Auditoría Económico Financiera y Revisión Tarifaria,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Planeamiento Administrativo y Control de Gestión,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Seguridad Pública y Ambiental,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Ambiental,Área Seguridad Pública y Ambiental,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Departamento Seguridad Pública,Área Seguridad Pública y Ambiental,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,Área Sistemas de Información,Ente Nacional Regulador de la Electricidad,Organismo Descentralizado
Ministerio de Economía,Ente Nacional Regulador de la Electricidad,División Comunicaciones y Redes,Área Sistemas de Información,Organismo Descentralizado
